Employee ID,Name,Role,Department,Wage Rate
E04425,Raymond Sanders,Operator,Packaging,18.16
E04426,Cheryl Reed,Supervisor,QA,49.46
E04427,Jessica Hunt,Operator,Assembly,22.84
E04428,Erin Collins,Supervisor,Logistics,47.08
E04429,Steven Bowers Jr.,Technician,Logistics,35.45
E04430,Joshua Robinson,Engineer,Packaging,13.84
E04431,Joseph Johnson,Operator,QA,20.26
E04432,John Garrett,Supervisor,Maintenance,25.68
E04433,Alyssa Fleming,Engineer,Maintenance,26.8
E04434,John Salazar,Supervisor,Maintenance,32.56
E04435,Michael Gomez,Operator,Assembly,33.79
E04436,Jason Ochoa,Engineer,Assembly,22.42
E04437,Anthony Flores,Engineer,Logistics,13.55
E04438,Jesse Perez,Supervisor,Logistics,37.64
E04439,Jonathan Hernandez,Technician,Packaging,28.51
E04440,Taylor Tucker,Technician,Assembly,37.35
E04441,Kenneth Cox,Supervisor,QA,32.73
E04442,Joseph Lopez Jr.,Engineer,Assembly,10.25
E04443,Hannah Contreras,Technician,Logistics,42.09
E04444,Laura Schultz,Engineer,QA,40.73
E04445,Jason Riggs,Engineer,Packaging,26.14
E04446,Michelle Patterson,Supervisor,Packaging,41.26
E04447,Kenneth Johnson,Supervisor,Packaging,10.68
E04448,Heather Hall,Supervisor,Assembly,27.04
E04449,Erica Chavez,Operator,QA,26.99
E04450,April English,Supervisor,QA,17.85
E04451,Tina Owen,Operator,QA,18.77
E04452,Steven Jones,Engineer,Assembly,11.92
E04453,Anthony Sanders,Technician,QA,36.31
E04454,Andrew Ray,Supervisor,Logistics,48.33
E04455,Jason Huff,Operator,Assembly,47.05
E04456,Katherine Medina,Engineer,Maintenance,18.02
E04457,Crystal Nguyen,Operator,Packaging,31.64
E04458,Ashley Roth,Technician,Maintenance,41.78
E04459,Jimmy Holland,Engineer,Maintenance,23.24
E04460,Emily Clark,Technician,Maintenance,17.01
E04461,Ms. Laura Sanchez MD,Supervisor,QA,10.84
E04462,Hector Carroll,Technician,Logistics,39.54
E04463,Laura Murillo,Supervisor,QA,20.83
E04464,Amanda Bennett,Engineer,Assembly,17.54
E04465,Jennifer Bond,Technician,Assembly,45.95
E04466,Mark Ramirez,Technician,QA,43.08
E04467,Ashley Martinez,Supervisor,Maintenance,41.79
E04468,Rebecca Quinn,Technician,Packaging,12.24
E04469,Justin Flores,Operator,Logistics,47.15
E04470,Paul Flynn,Supervisor,Packaging,28.01
E04471,Miss Susan Espinoza,Supervisor,Assembly,20.21
E04472,Robert Cruz,Technician,Maintenance,39.26
E04473,Kathryn Ford,Supervisor,Logistics,11.49
E04474,Larry Kelly,Supervisor,Maintenance,15.91
E04475,Heather Strickland,Operator,Maintenance,26.94
E04476,Tyler Sloan,Operator,Assembly,48.87
E04477,Matthew Gilbert,Supervisor,Packaging,11.35
E04478,Christina Smith,Technician,Logistics,12.47
E04479,John Farley,Operator,Logistics,14.65
E04480,Jennifer Parker,Engineer,Assembly,21.93
E04481,Jordan Patrick,Operator,Assembly,20.46
E04482,Jasmine Washington,Technician,Assembly,16.81
E04483,Dr. Victoria Chapman,Engineer,Packaging,38.18
E04484,Bonnie Jones MD,Supervisor,Assembly,39.07
E04485,Robert Mcguire,Engineer,Packaging,25.66
E04486,Debra Brown,Technician,Maintenance,31.58
E04487,Christina Williams,Supervisor,Maintenance,33.15
E04488,David Simmons,Engineer,Logistics,42.9
E04489,Eric Banks,Engineer,Maintenance,26.81
E04490,Heather Carpenter,Technician,Assembly,46.15
E04491,Heather Pierce,Engineer,Maintenance,42.58
E04492,Vincent Buckley Jr.,Operator,QA,31.74
E04493,Isaac Schultz,Operator,Packaging,21.58
E04494,Gregory Williams,Operator,QA,39.21
E04495,Laura Tate,Supervisor,Logistics,37.99
E04496,Kyle Vazquez,Technician,Logistics,15.86
E04497,Victoria Reed MD,Operator,Packaging,46.2
E04498,Christopher Sullivan,Engineer,Logistics,17.62
E04499,Katherine Walton,Technician,Maintenance,12.58
E04500,Bryan Baker,Supervisor,Logistics,10.14
E04501,Erik Schmidt,Technician,QA,40.7
E04502,Lynn Jacobs,Technician,Assembly,10.13
E04503,Raymond Jones,Technician,Assembly,19.93
E04504,Marc Hartman,Supervisor,Packaging,48.88
E04505,Brandon Adkins,Supervisor,Logistics,14.14
E04506,David Martinez,Technician,Assembly,33.53
E04507,Angela Cummings,Engineer,Packaging,12.27
E04508,Michael Thomas,Engineer,Packaging,28.49
E04509,Suzanne Taylor,Supervisor,QA,34.88
E04510,Cory Kramer,Supervisor,Logistics,31.25
E04511,Cole Salazar,Technician,QA,36.8
E04512,Thomas Thornton,Engineer,Maintenance,16.07
E04513,Bradley Nelson,Operator,Logistics,38.14
E04514,Angela Mccann,Technician,QA,11.24
E04515,Pamela Acosta,Supervisor,Assembly,21.85
E04516,Patrick Peterson,Supervisor,Maintenance,47.1
E04517,Deanna Sellers,Technician,Maintenance,17.34
E04518,Beverly Wilson,Technician,Logistics,16.18
E04519,Chad Mays,Operator,Packaging,26.45
E04520,Amanda Perez,Supervisor,Assembly,27.37
E04521,Robert Williams,Supervisor,Packaging,21.3
E04522,Steven Bates DDS,Operator,Packaging,17.58
E04523,Amber Chavez,Engineer,Maintenance,19.36
E04524,Benjamin Carney,Technician,QA,37.21
E04525,Natalie Hernandez,Engineer,Assembly,14.58
E04526,Mary Bennett,Operator,Maintenance,14.68
E04527,Jessica Kim,Supervisor,Packaging,16.34
E04528,Marie Harris,Operator,QA,46.21
E04529,Lisa Collins,Engineer,Assembly,44.06
E04530,Kimberly Ruiz,Engineer,Maintenance,47.97
E04531,Luke Gibson,Engineer,Packaging,47.52
E04532,Derrick Harding,Supervisor,Assembly,12.49
E04533,Caleb Coleman,Operator,Maintenance,42.59
E04534,Alejandra Schultz,Supervisor,Assembly,23.85
E04535,Gloria Medina,Engineer,Assembly,42.49
E04536,Mark Brooks,Supervisor,Packaging,47.86
E04537,Jesus Harmon,Technician,Maintenance,38.3
E04538,Vickie Wilson,Technician,Assembly,43.82
E04539,Thomas Martin,Operator,Assembly,32.34
E04540,William Johnson,Operator,Assembly,30.97
E04541,William Brown,Engineer,Logistics,47.94
E04542,Frederick Klein,Engineer,Logistics,27.05
E04543,Rebekah Ramirez,Supervisor,Maintenance,13.86
E04544,Michael Hernandez,Supervisor,Logistics,18.62
E04545,Kayla Larson,Operator,Packaging,37.06
E04546,Sara Carrillo,Supervisor,Packaging,26.25
E04547,Kimberly Gonzalez,Engineer,Assembly,40.92
E04548,Joanna Morales,Technician,QA,31.37
E04549,Elizabeth Olson DVM,Supervisor,Logistics,15.39
E04550,Matthew Kelly,Supervisor,Logistics,36.48
E04551,Joann Nguyen,Operator,Maintenance,48.0
E04552,Erin White,Operator,Packaging,30.5
E04553,Brittany Thomas DDS,Engineer,Packaging,45.21
E04554,Christine Jones,Operator,Logistics,48.86
E04555,Mary Peters,Engineer,Assembly,21.4
E04556,Kimberly Myers,Technician,Assembly,31.03
E04557,Matthew Morales MD,Engineer,Assembly,10.76
E04558,Jennifer Ferguson,Technician,Maintenance,30.84
E04559,Jeff Nguyen,Supervisor,Maintenance,18.52
E04560,Robert Barnes,Engineer,Assembly,26.53
E04561,Shawn Ryan,Technician,Packaging,12.58
E04562,Matthew Brown,Operator,Assembly,41.33
E04563,Chad Jordan,Operator,Logistics,32.97
E04564,John Davis,Operator,Assembly,35.71
E04565,John Brown,Operator,QA,25.66
E04566,Terri Young,Supervisor,Packaging,13.93
E04567,Thomas Paul,Operator,Assembly,24.67
E04568,Danielle Dyer,Supervisor,Maintenance,34.24
E04569,Daniel Jones,Engineer,Logistics,32.33
E04570,Antonio Patterson Jr.,Supervisor,Maintenance,40.13
E04571,Thomas Cohen,Engineer,Packaging,23.99
E04572,Pamela Archer,Operator,Assembly,47.79
E04573,Kenneth Smith,Operator,Assembly,37.13
E04574,Zoe Torres,Technician,Maintenance,31.6
E04575,Sarah Harvey,Operator,Logistics,12.5
E04576,Jasmine Baker MD,Operator,Packaging,32.81
E04577,Dr. Eric Herring DDS,Technician,Assembly,42.72
E04578,Gina Sanchez,Engineer,Maintenance,23.63
E04579,Benjamin Trujillo,Engineer,Maintenance,42.52
E04580,Catherine Hughes,Engineer,Logistics,44.74
E04581,Adam Sanchez,Operator,Packaging,40.5
E04582,Anthony Rodriguez,Technician,QA,25.92
E04583,Kristin Jackson,Engineer,Logistics,13.29
E04584,Leslie Gardner,Technician,QA,32.7
E04585,Derek Snyder,Technician,Maintenance,26.33
E04586,Linda Perry,Engineer,Logistics,24.76
E04587,Jessica Avila,Technician,Assembly,15.66
E04588,Brian Taylor,Supervisor,Maintenance,36.64
E04589,Tiffany Robinson,Engineer,Assembly,27.71
E04590,Brian Cain,Engineer,QA,24.48
E04591,James Lucas,Supervisor,Packaging,47.68
E04592,Jose Weaver,Operator,Maintenance,25.59
E04593,Cynthia Hester,Operator,Assembly,16.92
E04594,Tracy Rojas,Operator,QA,12.48
E04595,Mr. Brady Rice,Supervisor,Logistics,49.47
E04596,Virginia Washington,Operator,Packaging,25.03
E04597,Stephanie Burton,Technician,Packaging,43.63
E04598,Johnny Flores,Operator,Maintenance,13.01
E04599,Matthew Shea,Engineer,QA,29.92
E04600,Patricia Kent,Technician,Maintenance,25.98
E04601,Karen Schaefer,Technician,QA,20.61
E04602,David Salas,Supervisor,Maintenance,39.74
E04603,Cody Miller,Technician,Maintenance,35.99
E04604,James Rogers,Operator,Assembly,12.79
E04605,Cheryl Morales,Supervisor,Maintenance,21.4
E04606,Leslie Elliott,Operator,QA,20.67
E04607,Kimberly Keith,Engineer,Logistics,46.53
E04608,Dean Wood,Supervisor,Assembly,19.15
E04609,Karen Rangel,Engineer,Packaging,30.52
E04610,Dr. William Gibbs,Technician,Assembly,48.41
E04611,Derek Farmer,Technician,Logistics,49.69
E04612,Scott Bradley,Supervisor,Maintenance,30.21
E04613,Michael Logan,Supervisor,Assembly,24.92
E04614,Joshua Reeves,Supervisor,Logistics,27.88
E04615,Melissa Meyers,Operator,QA,18.81
E04616,Russell Schmidt,Engineer,Assembly,49.79
E04617,Douglas Mitchell,Engineer,Logistics,22.69
E04618,Alexis Merritt,Operator,Maintenance,16.46
E04619,Zachary Mcclain,Supervisor,QA,14.77
E04620,Alexandria Allen,Engineer,Packaging,44.88
E04621,Douglas Smith,Supervisor,QA,20.06
E04622,Austin Huynh,Supervisor,QA,22.86
E04623,Amy Pennington,Operator,Maintenance,22.18
E04624,Christy Beltran MD,Supervisor,Logistics,40.0
E04625,Anna Porter,Technician,Maintenance,45.0
E04626,Jonathan Johns,Technician,Assembly,20.42
E04627,Christopher Harvey,Operator,Assembly,15.71
E04628,Scott Hamilton,Technician,Packaging,38.62
E04629,Anna Johnson,Engineer,Maintenance,28.76
E04630,Wesley Mcclure,Supervisor,Maintenance,13.65
E04631,Emily Weiss,Operator,Logistics,26.72
E04632,Thomas Hoffman,Technician,QA,12.64
E04633,Timothy Lopez,Operator,Packaging,49.28
E04634,Robin Thompson,Supervisor,Packaging,46.35
E04635,Holly Jones,Technician,Maintenance,48.1
E04636,Travis Snow,Supervisor,Assembly,44.22
E04637,Anna Lyons,Engineer,Assembly,10.67
E04638,Steven Sanchez,Technician,QA,15.01
E04639,Kenneth Long,Operator,Logistics,36.91
E04640,James Watts,Technician,Maintenance,15.67
E04641,David Carter,Engineer,Maintenance,28.21
E04642,Joseph Avery,Operator,Packaging,18.13
E04643,Joseph Cooper,Engineer,Packaging,16.06
E04644,Thomas Gonzales,Operator,Logistics,14.24
E04645,Keith Robles,Technician,Maintenance,43.58
E04646,Joseph Johnson,Operator,Maintenance,43.52
E04647,Roger Perry,Engineer,Maintenance,29.57
E04648,Bryan Kim,Engineer,Maintenance,34.56
E04649,Anna Ryan,Engineer,Maintenance,19.23
E04650,Pamela Solis,Technician,Logistics,46.68
E04651,Howard Gray,Engineer,Logistics,32.93
E04652,Lisa Woods,Engineer,Packaging,35.54
E04653,Jason Griffin,Operator,Logistics,27.93
E04654,Melissa King,Operator,Logistics,36.94
E04655,Kelsey Robinson,Technician,Assembly,35.87
E04656,Nicole Campbell,Operator,QA,48.96
E04657,Angela Peterson,Technician,Maintenance,33.99
E04658,Shannon Duffy,Operator,Maintenance,16.64
E04659,Nicholas Booth,Engineer,Assembly,38.66
E04660,Kelly Bennett,Engineer,Packaging,21.88
E04661,Lisa Jones,Technician,Logistics,19.01
E04662,Megan Moreno,Engineer,Assembly,28.49
E04663,Anthony Ramirez,Engineer,Maintenance,31.55
E04664,Amanda Brown,Engineer,QA,11.58
E04665,John Blackwell,Supervisor,QA,33.44
E04666,Kristin Prince,Supervisor,Logistics,36.92
E04667,Tracie Ramirez,Technician,Maintenance,46.38
E04668,Amanda Macdonald,Operator,Maintenance,31.73
E04669,Joshua Meyer,Technician,QA,14.01
E04670,Kayla Chung,Engineer,Packaging,33.09
E04671,Brandon Hunter,Engineer,QA,44.36
E04672,Jonathan Anderson,Operator,QA,36.89
E04673,Anthony Archer,Operator,Packaging,43.87
E04674,Karen Martinez,Engineer,QA,15.42
E04675,Mary Ford,Engineer,Maintenance,30.18
E04676,Anthony White,Supervisor,Packaging,31.9
E04677,Melvin Young,Operator,Maintenance,43.5
E04678,Charles Sullivan,Supervisor,Maintenance,23.01
E04679,Joshua Parker,Supervisor,Maintenance,38.71
E04680,Angel Ward,Engineer,Maintenance,33.8
E04681,Joseph Mcfarland,Supervisor,Assembly,22.34
E04682,Carol Wagner,Engineer,Logistics,33.36
E04683,Mr. Brian Frazier,Supervisor,QA,43.18
E04684,Scott Bishop,Supervisor,Assembly,29.38
E04685,Timothy Anderson,Engineer,Assembly,10.54
E04686,Courtney Allen,Technician,QA,18.98
E04687,Chad Klein Jr.,Engineer,QA,26.46
E04688,Dan Bennett,Engineer,Logistics,37.29
E04689,Carlos Thomas,Supervisor,Assembly,46.86
E04690,Robert Reyes,Operator,QA,24.44
E04691,Marc Clark,Supervisor,Packaging,19.95
E04692,Justin Wright,Operator,QA,14.03
E04693,Tiffany Lawson,Engineer,Assembly,39.36
E04694,Angela Alvarez,Supervisor,QA,38.4
E04695,Jeffery Stephens,Technician,Assembly,35.47
E04696,Victor Price,Engineer,Maintenance,42.39
E04697,Nicholas Sanders,Operator,Packaging,27.92
E04698,Jennifer Rodriguez,Engineer,QA,14.71
E04699,Kendra Garrett,Technician,Logistics,23.26
E04700,Russell Rosario,Supervisor,QA,16.93
E04701,Debra Murray,Technician,Maintenance,47.55
E04702,Dr. Erik Adams,Supervisor,Logistics,46.06
E04703,Kellie Lee,Operator,QA,35.07
E04704,Chris Smith,Operator,Assembly,47.57
E04705,Michael Carr,Supervisor,Assembly,48.02
E04706,Angela Benson,Technician,Packaging,46.37
E04707,Dennis Bray,Technician,Assembly,21.88
E04708,Margaret Mcmillan,Engineer,Packaging,11.22
E04709,Richard Taylor,Operator,Assembly,30.69
E04710,Timothy Peters,Technician,Packaging,35.76
E04711,Colton Bryant,Supervisor,Maintenance,28.71
E04712,Nathaniel Hoover,Technician,Maintenance,49.13
E04713,Martha Johnson,Operator,Assembly,37.81
E04714,Angela Tyler,Engineer,Maintenance,33.62
E04715,Lori Rose,Operator,Assembly,41.04
E04716,James Esparza,Supervisor,Assembly,31.23
E04717,Lisa Blankenship,Engineer,Packaging,44.87
E04718,Lindsey Banks,Engineer,Packaging,28.64
E04719,Candace Martinez,Operator,QA,14.17
E04720,Debbie Neal,Supervisor,Assembly,17.92
E04721,Adrienne Castillo,Operator,Packaging,27.87
E04722,Nicole Keller,Supervisor,Maintenance,27.61
E04723,Kyle Santiago,Operator,Assembly,47.07
E04724,Lisa Harris,Engineer,QA,27.26
E04725,Nathaniel Clark,Technician,Maintenance,13.29
E04726,Dustin Velasquez,Engineer,Packaging,29.15
E04727,Jesse Taylor,Engineer,Packaging,38.51
E04728,Vincent Townsend,Supervisor,Assembly,19.15
E04729,Brenda Doyle,Operator,Maintenance,44.87
E04730,Chelsea Rowland,Technician,QA,10.3
E04731,Krystal Thompson,Operator,Assembly,38.19
E04732,Rodney Wilson,Supervisor,QA,19.98
E04733,John Mack,Supervisor,Assembly,39.17
E04734,Andrew Rogers,Operator,QA,34.26
E04735,Howard Alexander,Supervisor,Logistics,46.08
E04736,Melissa Leonard,Technician,Maintenance,13.52
E04737,Thomas Bell,Technician,Maintenance,29.56
E04738,Elizabeth Rollins,Engineer,Packaging,34.31
E04739,Mr. Blake Jennings DDS,Supervisor,Maintenance,44.59
E04740,Vanessa Wagner,Engineer,Assembly,10.61
E04741,Tammy Wood,Supervisor,Assembly,41.79
E04742,John Case,Engineer,QA,29.07
E04743,Jonathan Campos,Operator,Logistics,45.85
E04744,Nancy Goodwin,Technician,Maintenance,13.91
E04745,Nicole Blake,Operator,QA,19.14
E04746,Michael Stephenson,Technician,Logistics,29.68
E04747,Heather Oliver,Engineer,QA,37.49
E04748,Sara Lucas,Technician,Logistics,15.16
E04749,Alicia Doyle,Engineer,QA,34.28
E04750,John Schwartz,Operator,Packaging,27.43
E04751,Brianna Patterson,Engineer,Packaging,23.86
E04752,Tanya Jones,Supervisor,Packaging,38.58
E04753,James Brown,Engineer,QA,32.63
E04754,Patricia Cortez,Supervisor,Packaging,13.6
E04755,Mrs. Katelyn Hall MD,Engineer,QA,25.51
E04756,Jonathan Carter,Engineer,Maintenance,11.47
E04757,Jamie Bryant,Engineer,Packaging,25.13
E04758,Karen Hansen,Supervisor,Packaging,46.96
E04759,Alexandria Stanley,Engineer,QA,35.17
E04760,Daniel Lopez,Operator,Logistics,38.51
E04761,Karen Melendez,Operator,Maintenance,21.73
E04762,Michael Cervantes,Operator,QA,37.32
E04763,Jonathon Nguyen,Operator,Logistics,48.37
E04764,Denise Rogers,Supervisor,Maintenance,39.55
E04765,Jacqueline Grant,Engineer,Logistics,44.27
E04766,Steven Armstrong,Supervisor,QA,15.87
E04767,Nicholas Gonzales,Engineer,Assembly,29.85
E04768,Samantha Malone,Operator,QA,18.03
E04769,Charles Decker,Operator,Logistics,33.48
E04770,Kenneth Schultz Jr.,Supervisor,Maintenance,35.13
E04771,Harold Stevens,Technician,Logistics,12.43
E04772,Amanda Forbes,Engineer,Assembly,49.04
E04773,Brian Benson,Technician,Packaging,40.13
E04774,Robert Rhodes,Supervisor,Packaging,36.06
E04775,John Hill,Technician,Assembly,23.06
E04776,Sean Shepard,Engineer,Packaging,24.66
E04777,Linda Myers,Operator,QA,12.67
E04778,Jose Anderson,Supervisor,Logistics,14.99
E04779,Alex Trujillo,Operator,QA,24.94
E04780,David Perry,Technician,Maintenance,40.83
E04781,Caleb Gonzalez,Technician,QA,39.39
E04782,Deborah Stuart,Engineer,Logistics,17.64
E04783,Jonathan Garcia,Technician,Assembly,21.33
E04784,Melissa Walker,Technician,QA,12.39
E04785,Jason Andrade,Technician,Logistics,38.78
E04786,Dr. Tiffany Johnson,Operator,Maintenance,47.16
E04787,Amanda Brown,Technician,Logistics,27.29
E04788,Luke Diaz,Supervisor,Logistics,20.61
E04789,Shelley English,Supervisor,QA,19.28
E04790,Kelly Chapman,Engineer,Maintenance,41.32
E04791,Caitlyn Johnson,Operator,Assembly,36.1
E04792,Eddie Anderson,Operator,Assembly,49.45
E04793,Brittany Olson,Engineer,QA,48.06
E04794,Darius Marshall,Supervisor,Assembly,12.92
E04795,Nancy Kline,Supervisor,Logistics,17.22
E04796,Jennifer Friedman,Supervisor,Packaging,15.83
E04797,Allen Morris,Engineer,Packaging,30.16
E04798,Aaron Armstrong,Supervisor,Packaging,26.09
E04799,Brian Travis,Operator,Assembly,41.57
E04800,Danny Martin,Operator,Packaging,17.93
E04801,John Cooper,Technician,Packaging,14.04
E04802,Danielle Matthews,Operator,Logistics,35.21
E04803,Brooke Howard,Technician,Assembly,17.13
E04804,Zachary Contreras,Operator,Assembly,42.38
E04805,Peter Becker,Engineer,Maintenance,20.57
E04806,Olivia Calhoun,Engineer,Logistics,25.56
E04807,Emily Stewart,Supervisor,Logistics,23.82
E04808,Keith Garcia,Supervisor,Logistics,47.91
E04809,Michael Franco,Operator,Logistics,20.37
E04810,Kimberly Smith,Engineer,QA,26.83
E04811,Susan Hamilton,Technician,Packaging,26.39
E04812,Kendra Mathews,Engineer,Packaging,44.04
E04813,Mark Rice,Operator,QA,42.67
E04814,Crystal Bowman,Engineer,Logistics,44.13
E04815,Kevin Knight,Operator,Logistics,34.97
E04816,Grace Ellis,Technician,Packaging,20.08
E04817,Steven Nelson,Supervisor,Logistics,17.88
E04818,Tracy Stewart,Technician,Maintenance,14.75
E04819,Ian White,Operator,Logistics,32.86
E04820,Peter Walker,Supervisor,Maintenance,25.47
E04821,Christian Miller,Technician,Assembly,12.2
E04822,Erin Roberson,Technician,Logistics,38.48
E04823,Charles Herrera,Technician,Maintenance,28.52
E04824,Jennifer Hobbs,Technician,Logistics,12.35
E04825,Jennifer Weaver,Operator,Maintenance,27.7
E04826,Emily Lopez,Engineer,Assembly,47.89
E04827,Mark Marshall,Technician,Packaging,17.12
E04828,Krystal Rodriguez,Supervisor,Logistics,35.55
E04829,Zachary Brock,Operator,Maintenance,27.09
E04830,Mr. Hayden Hess,Supervisor,Maintenance,23.17
E04831,Tamara Hamilton,Operator,Packaging,16.03
E04832,David Alvarez,Supervisor,Maintenance,25.16
E04833,Joshua Robinson DDS,Supervisor,Logistics,11.06
E04834,Taylor Bautista,Engineer,Packaging,24.89
E04835,Michelle Matthews,Supervisor,Assembly,32.62
E04836,Dawn Hale,Technician,Assembly,23.32
E04837,Andrew Duffy,Supervisor,QA,16.11
E04838,Todd Silva,Engineer,Logistics,27.27
E04839,Luis Dalton,Operator,Logistics,24.29
E04840,Denise Graves,Operator,Packaging,49.34
E04841,Vincent Jones,Supervisor,QA,32.55
E04842,Dawn Garcia,Engineer,Logistics,28.3
E04843,Andrea Bailey,Engineer,Maintenance,48.4
E04844,Grace Burgess,Technician,Assembly,41.35
E04845,Mark Nicholson,Engineer,Packaging,24.11
E04846,Jamie Guerrero,Technician,Logistics,28.64
E04847,Lisa Baldwin,Operator,Logistics,30.64
E04848,Christopher Hayes,Supervisor,Assembly,18.28
E04849,Catherine Butler,Technician,Assembly,15.3
E04850,Samuel Watkins,Supervisor,Logistics,16.18
E04851,Brian Stewart,Operator,QA,24.56
E04852,Laura Romero,Operator,Packaging,13.7
E04853,Kyle Peterson,Engineer,Maintenance,17.89
E04854,Jeffrey Martinez,Technician,Maintenance,14.1
E04855,Linda Lozano,Technician,Maintenance,10.63
E04856,Vincent Chapman,Operator,QA,25.73
E04857,Gwendolyn Sanchez,Supervisor,Packaging,27.81
E04858,Courtney Nelson,Operator,Assembly,39.86
E04859,Robert Hensley,Engineer,Packaging,32.68
E04860,Antonio Robinson,Technician,Logistics,44.32
E04861,Lisa Zamora,Engineer,QA,37.44
E04862,Adam Allen,Technician,QA,42.71
E04863,Jessica Hernandez,Supervisor,Assembly,32.63
E04864,Carla Miller,Engineer,Maintenance,31.18
E04865,Linda Burgess,Engineer,Logistics,48.68
E04866,Douglas Gaines,Technician,Logistics,26.52
E04867,Crystal Gordon,Operator,QA,31.0
E04868,Steven Walker,Technician,QA,37.96
E04869,William Anderson,Engineer,Assembly,29.44
E04870,Alexander Ramirez,Operator,Assembly,26.73
E04871,Amy Peck,Supervisor,Maintenance,36.71
E04872,Tristan Phillips,Operator,Maintenance,11.92
E04873,Hannah Thomas,Supervisor,Assembly,44.35
E04874,Michael Christian,Supervisor,QA,49.09
E04875,Bailey Keller,Technician,Packaging,34.54
E04876,Amanda Armstrong,Supervisor,QA,28.74
E04877,Jillian Wall,Operator,Packaging,28.13
E04878,Monica Navarro,Technician,Assembly,32.51
E04879,Charlene Wells,Technician,Maintenance,39.19
E04880,Nicholas Dawson,Supervisor,Assembly,21.97
E04881,Lisa Lopez,Technician,Packaging,22.67
E04882,Kimberly Lee,Engineer,Maintenance,15.5
E04883,Jason Grant,Engineer,Maintenance,39.1
E04884,Phillip Ramirez,Supervisor,Packaging,24.91
E04885,Derek Andersen,Supervisor,QA,43.45
E04886,Tina Hampton,Engineer,Assembly,29.23
E04887,Zoe Massey,Engineer,Logistics,14.56
E04888,Diana Carter,Technician,Assembly,50.0
E04889,Derrick Nelson,Supervisor,Logistics,42.7
E04890,Joseph Hogan,Technician,Maintenance,20.79
E04891,Howard Mclaughlin,Technician,Maintenance,13.24
E04892,Rebecca Davis,Supervisor,Assembly,11.29
E04893,Chelsea Duffy,Operator,Packaging,41.48
E04894,James Erickson,Technician,Packaging,14.27
E04895,Jordan Watts,Technician,Packaging,20.27
E04896,Jack Price,Engineer,Assembly,13.93
E04897,Elizabeth Thomas,Supervisor,Logistics,48.46
E04898,Teresa Acosta,Operator,Logistics,23.27
E04899,Melinda Adkins,Engineer,Logistics,19.44
E04900,Clinton Moore,Technician,Maintenance,38.69
E04901,Kevin Rodriguez,Technician,Logistics,35.99
E04902,Kathy Chapman,Supervisor,Maintenance,23.72
E04903,Kevin Burns,Supervisor,Logistics,32.39
E04904,Danielle Miller,Operator,Logistics,35.07
E04905,Victoria Cruz,Engineer,Logistics,26.56
E04906,Devin Mendez,Supervisor,QA,42.11
E04907,Andrea Martinez,Supervisor,Assembly,39.99
E04908,Roger Brown,Operator,QA,44.19
E04909,Jamie Lewis,Operator,Assembly,13.77
E04910,Thomas Flowers,Engineer,Assembly,33.34
E04911,Randy Smith,Technician,Packaging,39.17
E04912,Carlos Barnes,Operator,Logistics,10.68
E04913,Laura Patel,Supervisor,Logistics,34.3
E04914,Charlotte Joseph,Technician,Assembly,24.41
E04915,David Nixon,Technician,Assembly,45.36
E04916,Leah Benjamin,Engineer,Maintenance,43.17
E04917,Barbara Martin,Operator,Packaging,20.07
E04918,Dr. Leah Santos,Supervisor,Packaging,41.78
E04919,Katie Garcia MD,Supervisor,QA,15.45
E04920,Paula Mason,Supervisor,QA,41.26
E04921,Elizabeth Fields,Technician,Assembly,37.43
E04922,Samantha Guzman,Engineer,QA,43.04
E04923,Daniel Taylor,Supervisor,Logistics,30.91
E04924,Jennifer Vega,Supervisor,Maintenance,40.88
E04925,Joshua Jackson,Operator,Packaging,39.24
E04926,Lindsey Moreno,Operator,QA,12.31
E04927,Andrew Reeves,Technician,Maintenance,30.6
E04928,Jason Moyer PhD,Operator,Packaging,32.43
E04929,Elizabeth Guerrero,Supervisor,Assembly,46.12
E04930,Gregory Martin,Operator,Maintenance,32.0
E04931,Charles Tyler,Operator,Logistics,46.01
E04932,Alex Hughes,Engineer,Maintenance,19.57
E04933,Destiny Thomas,Technician,Logistics,27.3
E04934,Kaitlin Hunt,Engineer,Packaging,31.06
E04935,Angela Robles,Engineer,Assembly,23.98
E04936,Lisa Cabrera,Engineer,Maintenance,23.6
E04937,Jennifer Barton,Engineer,Maintenance,16.44
E04938,Bradley Carr DDS,Technician,Packaging,16.9
E04939,Christine Lee,Operator,QA,44.03
E04940,Gregory Johnson,Operator,Maintenance,39.53
E04941,Robert Moore,Engineer,Logistics,27.62
E04942,Matthew Rodriguez,Engineer,Maintenance,41.07
E04943,Ann Lopez,Operator,Maintenance,15.99
E04944,Matthew Hamilton,Engineer,Assembly,18.38
E04945,Heather Wilson,Engineer,Logistics,33.56
E04946,Thomas Mccullough,Engineer,Maintenance,14.18
E04947,Brett Carter,Operator,Packaging,36.8
E04948,Jennifer Jacobs,Engineer,Assembly,22.83
E04949,Stephen Bell,Engineer,Assembly,45.79
E04950,Penny Brewer,Engineer,Packaging,35.15
E04951,Benjamin Francis,Operator,QA,27.67
E04952,Troy Smith,Technician,QA,31.67
E04953,Kim Gill,Supervisor,Packaging,19.11
E04954,Brian George,Engineer,Logistics,11.37
E04955,Sean Baker,Engineer,Assembly,12.23
E04956,Pamela Fowler,Engineer,Packaging,26.04
